Energy,XFEL Harm,Fund Sq,Bin 1,Bin 1 err,Bin 3,Bin 3 err,Bin 5,Bin 5 err,Bin 7,Bin 7 err,Bin 9,Bin 9 err,Bin 11,Bin 11 err,Bin 13,Bin 13 err,Bin 15,Bin 15 err
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.284785715974407038e+06,1.284785715974407038e+06,8.232755802503426373e+07,8.232755802503426373e+07,9.606711331724298000e+08,9.606711331724298000e+08,5.875791468208084106e+09,5.875791468208084106e+09,1.754446257767226028e+10,1.754446257767226028e+10,4.465284850497289276e+10,4.465284850497289276e+10,8.125456113443601990e+10,8.125456113443601990e+10,1.230297922702534027e+11,1.230297922702534027e+11
1.042900754648922202e+03,2.280668270223906724e+00,4.450837425966329419e-02,-1.693576009125613568e+00,2.623604830644693298e+00,-9.108609066718424963e-01,7.868226151958122028e-01,-1.695241689928546902e-01,9.532138285080581364e-01,-9.361649776257854327e-01,6.204809055647715343e-01,8.572647506633338521e-01,6.470230491076851553e-01,-5.645247540563058664e-02,8.605760919124290087e-01,-1.787435701550362521e-01,1.338184476536285139e+00,1.315673123277639744e+00,1.499788254332501403e+00
1.043458395721654369e+03,2.892023439367811477e+00,4.450837425966329419e-02,-1.006840173122059090e+00,4.576304248233424410e+00,2.808890819547102957e-01,1.064271075157596558e+00,2.047789049736040423e-01,1.058511592396338408e+00,-4.364208882098187803e-01,7.166296609793179062e-01,8.682762003106860860e-01,5.860249464252547114e-01,-6.453109809147743008e-03,1.067676251792800235e+00,1.386802468563400337e-01,2.378693776462270204e+00,1.417985884113451389e+00,1.274407555272094372e+00
1.044016542593520398e+03,3.496831517328332417e+00,4.450837425966329419e-02,-1.540733834239767786e-01,3.155083233461212000e+00,5.144770175668638146e-01,2.411252191193868022e+00,9.968143616525241280e-01,1.823791297026566838e+00,-2.669947961114693125e-01,5.770826345685868830e-01,1.043433487408928828e+00,9.409123922443050070e-01,-1.490806211491803313e-01,1.496214408606715063e+00,2.123634621173581538e-01,2.185247045152496792e+00,2.121604174407771382e+00,1.407121808173858568e+00
1.044575195952997774e+03,4.215201459182233101e+00,4.450837425966329419e-02,-8.477822523415327882e-02,2.831651200480046704e+00,-4.818692294194241305e-02,7.820971268853482705e-01,4.439700907020703302e-01,1.675892252322289222e+00,5.368631323176425996e-01,2.283964182272344878e+00,1.671325377956704328e+00,1.092545035365854345e+00,2.046709381963006391e-01,2.082985158605103138e+00,-4.932924820547152645e-01,2.463464801525863113e+00,-1.473493196670207395e+00,8.585434585309479338e-01
1.045134356489814081e+03,5.025035319456451433e+00,4.714978773268406476e-02,-7.817549051420918937e-01,2.928706891574315296e+00,4.178870027171057155e-01,8.916906318919950447e-01,5.430879873117143708e-01,3.923669585547457372e-01,-7.267691299337180055e-01,1.429866883276824208e+00,2.219417341024950030e+00,1.360825372142673739e+00,6.512340934568285888e-01,1.771269319212186888e+00,2.441047718154412960e-01,3.408818047191088052e+00,-3.196918324972635617e+00,1.043611580247599369e+00
1.045694024894949507e+03,5.940079050619742951e+00,7.571062181282102455e-02,-1.038775559312010710e+00,2.639575916314232717e+00,2.402532858803925198e+00,2.031510023137321319e+00,9.664856669943766576e-02,3.008202366166428665e-01,4.629321510394278083e-01,6.624782733420978564e-01,1.031718065159245468e+00,6.557246762963120368e-01,-6.621157637192946754e-02,2.189896789176986491e+00,-5.381263477376947435e-01,2.098120655892030229e+00,-6.341226883115766100e+00,3.328005379199106883e+00
1.046254201860640478e+03,6.935478947139394279e+00,1.182349186430772525e-01,-5.809819332135763847e-01,2.771025900502001260e+00,1.557684137617814102e+00,2.819296993934155449e+00,1.428987513078136429e+00,1.195371249716321138e+00,1.521669900248103779e+00,1.437977114830816694e+00,2.164889838256816856e-01,1.351897792972985402e+00,-5.411392619049225639e-01,2.563411776568279787e+00,-2.167739192127513093e+00,1.194980655150709836e+00,-6.134232531155120682e+00,2.657269865025069677e+00
1.046814888080381479e+03,7.968325369941632985e+00,1.790406533998491201e-01,-1.681827431233890557e+00,1.576867002958753261e+00,2.520306760876505625e-01,3.095722926219726112e+00,6.503426866167073550e-01,2.818890584823168233e+00,1.637820929640323442e+00,9.289886451055421324e-01,1.079064114116219386e+00,1.249309656038854577e+00,1.656380983919767402e-01,1.773356511942565383e+00,-1.563349445323694908e+00,9.563641506767820433e-01,-5.619968756940077803e+00,3.191353410382212541e+00
1.047376084248928464e+03,9.103596513409543789e+00,2.623440833221226676e-01,1.188811719737582040e+00,3.264289839164887130e+00,6.281026715607135325e-01,1.542542286695989695e+00,2.268473312806200681e-01,1.170236941550052645e+00,-3.184795189696879025e-01,5.165448500883521588e-01,1.230017668749332271e+00,2.632791483858265558e+00,2.702454145533176866e-01,2.400820548019704681e+00,-1.388726171332192338e+00,1.225573060161732064e+00,-7.466214123785396062e+00,3.217643906355889705e+00
1.047937791062302267e+03,1.027841817311797712e+01,3.777857102655556853e-01,-1.536015857133794960e+00,1.895562290111609594e+00,2.514481367882369423e+00,4.644345029084382404e+00,-5.829450354465729595e-02,1.322804135224911748e-01,1.074235953187413911e-01,2.299219873504240397e+00,1.892586883417022081e+00,1.928854133327086107e+00,2.479679448645342177e-01,3.605391866992068373e+00,-2.447753398878044495e-01,1.967778306190699045e+00,-4.223147709908796621e+00,1.986798395711815823e+00
1.048500009217790875e+03,1.167157417281888954e+01,5.383551755081062984e-01,-4.849393381822244553e-01,1.821145885407245535e+00,2.367454891540250461e+00,3.849666090877036595e+00,1.551719919879583243e+00,5.643176887327802094e-01,8.695163752116918943e-01,3.988908071597261795e+00,1.584715378382287154e+00,2.973169272136034547e+00,-1.619281207286083768e-01,4.665688341693347674e+00,-2.163428087100361719e+00,1.933816710015270779e+00,-3.288973548984756690e+00,3.528194376623868145e+00
1.049062739413952158e+03,1.312051788981505851e+01,7.667635167912514316e-01,6.255657854246970961e-01,2.998098082746495585e+00,4.562781534927334626e+00,1.804258699265413712e+00,5.609034441491745904e-01,1.260627343902981812e+00,4.017007005644520068e-01,2.389998664926882732e+00,9.998324357851208211e-01,3.738012554737868864e+00,9.019061724957093407e-02,3.603386034583692776e+00,-1.902483962734976330e+00,1.116434558725488690e+00,-3.731299811844488890e+00,1.411752336345140302e+00
1.049625982350616823e+03,1.467632078453665834e+01,1.076252361327887375e+00,-1.137682904840839199e-01,2.302343161565084895e+00,6.546715799513710188e+00,2.798101802731419063e+00,3.358943749334923012e+00,2.994019903144943040e+00,-8.523177328732293168e-01,2.388044909822022888e+00,8.929680170790609273e-01,2.415943121377354785e+00,5.625365969586842985e-01,2.724927728126080861e+00,2.454277224953405889e-01,1.193267617430683547e+00,1.252257641236819152e+00,3.761374161829828200e+00
1.050189738728891825e+03,1.630791226740137034e+01,1.500960239528819518e+00,9.593870659471814832e-02,2.392955178894668578e+00,9.239536799509634690e+00,1.167900202760253636e+00,7.191538382989432598e+00,2.281158762812777852e+00,-1.195634119669044537e+00,1.908366138210537244e+00,1.735227864495665129e+00,1.515660346803995528e+00,3.483171111569589584e-01,2.682908543143292412e+00,6.030415890086070485e-01,1.804683993329708747e+00,-1.012348717112549368e+00,3.907975736321366078e+00
1.050754009251162870e+03,1.820984657826225117e+01,2.087532828603642532e+00,-1.980598425732033263e+00,1.484139886098043037e+00,5.984142432746817342e+00,2.873497352994979437e+00,6.669958362591944301e+00,2.040337655224228275e+00,3.419691466194431650e-01,1.047586929379484832e+00,2.327143280745881671e-01,1.494303613670124653e+00,-3.819890667976579834e-01,3.393170655484528453e+00,1.034983532639008219e+00,1.673994509512396478e+00,1.980751804571430699e-02,3.890705965647796916e+00
1.051318794621097140e+03,2.022244004213799329e+01,2.890945539936510045e+00,-1.425332990585496562e+00,1.916917489755667781e+00,5.659692240872620239e+00,2.245932865209204543e+00,3.551757916906085999e+00,1.512874378887217208e+00,1.301010299811911297e+00,3.248522214632210137e+00,-4.317485273453461336e-01,1.694053307498772698e+00,-1.073838632572820417e+00,3.441827031014780047e+00,-1.117690179874453404e+00,2.488187777579271120e+00,-2.359580725269921686e+00,7.026940142110234433e+00
1.051884095543646481e+03,2.233874447855171397e+01,3.974515757972760355e+00,1.079509348735046670e+00,2.375170445973188826e+00,5.677165413806221750e+00,5.628927483341029658e-01,1.282342268058715318e+00,7.283446609516261994e-01,1.120961997937269361e+00,3.043003343454677267e+00,3.232361502978449153e-01,2.437883600621672198e+00,-2.035078273805055460e-01,5.022487197209119181e+00,-3.519837800360193114e+00,1.427890064455394903e+00,2.925751520545096351e+00,4.165658075742554090e+00
1.052449912725050808e+03,2.448560431226548673e+01,5.427105413518312993e+00,-9.485780127605902834e-01,1.412685646448203824e+00,7.117267208500418718e+00,3.396832926837285882e+00,2.801542217217603881e+00,3.155632523554674052e+00,-2.027604419970769012e+00,4.298954456492783294e+00,2.486882417675597257e+00,4.259849665221188353e+00,-1.662236009082344312e-01,4.329055672902707208e+00,3.999147529260180245e-01,2.997665016329588816e+00,7.041787521098020752e-01,4.455309891656225041e+00
1.053016246872840611e+03,2.684148180406349482e+01,7.326628350038207671e+00,-5.420129305510200668e-01,2.414622547083640214e+00,5.337664777681093931e+00,2.572474139366565549e+00,3.419963808281077267e+00,4.520674861998101868e+00,-4.795656420388875740e-01,6.852955916388392410e+00,2.473383849375380805e+00,3.600768525555630983e+00,7.921474644094198547e-01,2.987266964344585496e+00,7.458304857972374302e-01,2.289122535104786138e+00,3.653609481616039378e+00,5.899371908034087397e+00
1.053583098695838999e+03,2.923300264915647517e+01,9.655876670241106297e+00,-5.133266692427085331e-03,2.477695079945218204e+00,8.674216985512946954e-01,1.766604131199806638e+00,2.126193003324061692e-01,4.063302510253457456e+00,-2.759662149174943124e+00,7.001992299909158390e+00,2.999071282475066713e+00,1.563560270204458202e+00,6.972429601569652968e-01,1.938564096857325003e+00,2.038397963927858658e+00,1.403003824495656859e+00,3.034327954372126324e-01,7.580143526798977405e+00
1.054150468904166019e+03,3.172011240859326264e+01,1.228470774239665531e+01,-1.244484892515837382e+00,2.845464733969554683e+00,5.378454529725225086e-01,3.362106277099255358e+00,-1.728447554553819432e-01,8.674469238793305337e+00,-7.553205328158251186e-01,8.677886743916044310e+00,2.367881968102343304e+00,3.132334050218252841e+00,1.011077765604966316e-01,3.148947218037994489e+00,2.045428389953912074e+00,5.339852280638074156e+00,1.572393292197356685e+00,4.007937955368815253e+00
1.054718358209241387e+03,3.433649048119730907e+01,1.526206024534297434e+01,-1.016011356371363972e+00,5.347994476347820658e+00,3.012725229094012747e+00,8.540579615847803119e-01,1.753952028926915263e+00,5.577618859320472744e+00,1.181723881705934787e+00,1.113371904242261401e+01,1.780584066289823797e+00,3.764089936000577730e+00,-3.108171794843040292e+00,2.423973357169344478e+00,1.579589874104755154e+00,2.559918578746368745e+00,5.427037742266880294e+00,6.468574319945950890e+00
1.055286767323786762e+03,3.709574105511847364e+01,1.864989425199916440e+01,-6.767497061930356494e-01,5.168557323915847768e+00,3.757591137202183518e+00,1.965297658189235186e+00,1.840951570871496301e+00,7.896380531558539140e+00,1.362279884526008233e+00,8.764602336610339606e+00,5.082077655103394598e+00,1.817942429436661733e+00,-3.871703840776073324e+00,4.333682265891797947e+00,-1.645636785321812567e+00,1.978281175281970672e+00,-1.337173888946191935e+00,9.988670758561767116e+00
1.055855696961829153e+03,3.993350485824601037e+01,2.264467065368179632e+01,-1.982586858826557608e+00,3.282275745071402628e+00,1.150334636021935752e+00,7.152605191651579819e-01,1.323646970569373194e+00,4.542188487439658751e+00,7.979955294387792719e-01,9.508620518216144291e+00,8.503440364008175711e-01,3.028858013894267565e+00,-7.044976292218374958e+00,4.639148804546215032e+00,-5.005050189358352775e+00,4.878273031689895234e+00,-8.069510025819417010e+00,3.996702801490542356e+00
1.056425147838704561e+03,4.289404866368492719e+01,2.749393732799597956e+01,9.127970582055416893e-01,4.969057897903724097e+00,3.921736009354535923e+00,1.006764281797541738e+00,3.711996179829481601e+00,7.036847785109224596e+00,6.926060515318775979e-01,1.416523096013162686e+01,5.429900970727506992e-01,1.217111741493527965e+00,-8.054287963455777799e+00,6.203596667878940707e+00,-4.656297897657093010e+00,3.532109154574786913e+00,-1.754928825038045259e+00,2.899221480443343602e+00
1.056995120671059794e+03,4.588543485272906963e+01,3.320330346801315358e+01,5.576133151045675751e-01,4.706295897114742388e+00,3.500808562211684460e+00,1.384622840821705836e+00,4.474848417088860053e+00,3.752022465193079803e+00,9.251569881381129790e-01,1.437319134417419875e+01,2.578011475218195070e+00,2.102843758230448667e+00,-5.851822866801910550e+00,7.235272170857800056e+00,-2.705172309559145560e+00,6.439779890449267574e-01,-1.772502095008235301e+00,2.837477470238773947e+00
1.057565616176855656e+03,4.894128577270716818e+01,4.011366469470361551e+01,-8.609741825428769424e-01,1.924609778709571950e+00,1.713444214982517311e+00,2.712981081385326121e+00,2.730186145681066989e+00,5.430644743334289259e+00,5.415398897665587574e-01,6.375162775548117722e+00,5.114323821485602828e+00,3.226239119986558546e+00,-4.847691283588498656e+00,8.110658396043772811e+00,-2.355684423855393561e+00,2.643369385261077120e+00,-2.139490083101615259e+00,1.680906805756652966e+00
1.058136635075371260e+03,5.163306344599314457e+01,4.774629683372726419e+01,-5.671224848532415708e-01,4.020182405572140460e+00,2.167124949916172216e+00,5.636514657436247688e+00,1.697931974656166743e+00,3.275275347982328000e+00,4.254564015497663831e+00,8.888391106197616409e+00,7.004561302335076789e+00,4.918221785538708701e+00,-3.872952219265092477e+00,8.478984621548409706e+00,-1.011791940949080981e+00,4.264286036825653881e+00,-8.949620092777498925e+00,5.385251542656845025e+00
1.058708178087205397e+03,5.431084967250173179e+01,5.582740074225846172e+01,-5.008869897582624020e-02,6.425923819816961036e+00,-1.097596748057747762e+00,2.729330406536723874e+00,-2.861826450371779629e+00,6.458236966771960574e+00,3.682884969091778427e+00,8.301085707177964679e+00,5.734051994434063992e+00,7.576889241768753003e+00,1.190701881941587770e+00,1.034329529729317088e+01,1.858272532615994121e+00,4.844815539663566817e+00,-5.733499186800865566e+00,6.008982072692391263e+00
1.059280245934280401e+03,5.685765604101263193e+01,6.352756842173397445e+01,-2.778489824059574009e-01,3.119145098269946015e+00,-5.145398117961218709e+00,2.054370599243076523e+00,-4.510750383808248110e+00,7.490460415007858863e+00,6.112574357173760298e+00,8.436303301604805682e+00,4.445657156060216941e+00,9.715627336081976040e+00,-1.648826263561337102e+00,1.307760491145916681e+01,1.442768717843989634e+00,7.721931762947668254e+00,-5.336730705658908391e+00,5.278718368280501672e+00
1.059852839339845104e+03,5.892133652481725647e+01,7.021557682064474193e+01,9.290125799397085382e-01,5.789306576678898253e+00,-4.069752084172436390e+00,6.446911144398359106e+00,-8.607926676773587360e-01,9.648869296663113104e+00,3.450279587002038628e+00,1.209458672899093834e+01,8.322338180229754911e+00,7.978131502792227714e+00,-5.376469002423239552e+00,1.420020428258889744e+01,-1.827702105194248361e+00,2.534497696763788888e+00,-5.505282142322148964e+00,5.863247694826627665e-01
1.060425959028478019e+03,6.036179339982261638e+01,7.540496766045971810e+01,-2.662649159513073460e+00,3.190691504548721635e+00,-2.405875186493634299e+00,6.272506190650367408e+00,2.540201557861590853e+00,9.522720129959033386e+00,6.917437444473658381e+00,1.125760588957878561e+01,1.323155843087583072e+01,7.766297231277214053e+00,-8.222508324428057236e+00,1.043683892853881190e+01,-2.603796206832953430e+00,2.209699221872396535e+00,-7.230879918873256429e-01,2.694825181777667389e+00
