Energy,0.01946,0.05592,0.09239,0.12886,0.16533,0.2018,0.23827,0.27473,0.3112,0.34767,0.38414,0.42061,0.45708,0.49355,0.53001,0.56648,0.60295,0.63942,0.67589,0.71236
554.739,457.279,1804.78,3846.18,5818.85,7155.21,7912.13,7737.98,7267.2,7015.47,6240.17,5725.17,5623.4,5969.57,6126.8,6955.78,8032.48,10420.1,13527.2,18694.3,21660.4
554.942,447.69,1821.55,3567.61,5260.86,6181.14,6881.41,6601.62,5999.31,5637.31,4928.78,4394.84,4231.28,4500.9,4578.68,5185.66,5987.01,7851.84,11075.1,14966.5,15713.6
555.145,443.065,1791.11,3270.59,4706.85,5357.79,5891.33,5577.9,4796.1,4384.65,3810.79,3374.05,3174.02,3363.33,3403.93,3800.71,4446.98,5639.26,8849.31,11376.7,11729.1
555.348,456.331,1693.69,2981.49,4122.63,4634.68,4858.51,4650.44,3820.92,3363.1,2907.47,2586.7,2416.63,2515.33,2516.71,2787.06,3263.53,3984.18,6743.63,8461.69,10367.1
555.551,472.637,1627.36,2640.43,3555.33,3987.32,3968.59,3764.28,3043.9,2583.25,2230.91,2015.94,1890.81,1912.72,1880.96,2075.63,2373.92,2924.46,4866.49,6472.35,8703.83
555.754,455.527,1554.44,2314.03,2991.28,3344.15,3212.96,2957.25,2395.07,2017.24,1743.57,1615.5,1521.7,1499.74,1443.8,1552.9,1720.58,2172.44,3333.44,5113.66,6393.21
555.958,451.318,1422.2,2018.41,2469.27,2724.86,2616.23,2346.3,1867.42,1579.64,1398.29,1323.81,1250.17,1212.2,1147.7,1193.55,1275.86,1597.18,2286.3,3592.46,4664.97
556.161,468.734,1252.49,1747.09,2034.29,2200.56,2133.34,1842.15,1460.55,1233.27,1151.98,1111.94,1059.66,1007.62,944.334,964.036,1009.09,1200.48,1593.67,2258.76,3768.03
556.365,461.578,1083.79,1501.95,1624.82,1756.68,1718.17,1434.31,1148.17,988.224,961.017,954.532,916.559,860.461,806.708,813.551,853.644,964.099,1209.52,1506.51,2789.78
556.569,410.029,928.324,1265.4,1286.59,1375.59,1354.51,1116.13,917.512,816.385,818.281,833.11,805.231,752.899,707.122,711.484,741.025,812.856,1030.55,1125.6,1481.21
1078.46,1.31619,7.47616,8.81448,4.63283,3.99418,2.88286,2.23393,2.49498,2.83232,3.81063,6.32436,9.8305,14.0688,19.5296,24.9446,34.3845,46.596,60.4304,63.5298,50.1737
1079.05,0.77707,7.96681,11.7071,6.02799,4.42762,2.8108,2.32703,3.07669,4.12824,6.22332,8.5124,12.8563,17.9239,24.1716,31.1032,42.0307,51.3564,63.8436,70.0261,69.2403
1079.64,1.09016,8.80965,12.2643,8.01334,6.60487,5.16541,3.44337,3.85071,5.9235,8.36666,11.6324,15.6216,22.4106,30.4964,38.4722,50.7152,60.4464,68.4137,71.452,114.274
1080.23,1.77303,8.43449,14.5138,11.4799,7.73558,7.21171,5.5502,5.67532,7.78908,10.9732,14.3979,19.5533,26.2604,36.7449,45.6484,57.1374,69.7145,82.0111,70.9742,140.34
1080.82,1.25625,8.66679,16.3266,14.3444,10.1328,8.48798,7.92117,7.91029,9.77749,13.2311,17.4675,23.4025,31.8666,43.1447,53.2814,65.059,76.6422,92.3916,102.863,116.24
1081.41,0.66673,7.87047,15.1904,16.9503,12.9694,10.2155,9.90511,10.2025,12.5278,15.3592,20.8537,27.0451,37.9374,50.1324,61.7367,73.1558,91.0238,94.6685,119.522,179.307
1082.01,2.20432,8.72588,16.3732,18.637,14.9886,13.8228,12.2033,13.0836,15.4742,18.5489,24.2623,32.1171,43.8071,57.1502,70.1273,80.0422,103.812,106.342,125.122,177.54
1082.6,1.58022,6.7305,16.2996,20.7351,18.4686,16.5551,15.0226,14.8556,18.3748,22.0955,28.4963,37.1723,49.9551,64.9765,78.8115,88.4104,109.325,112.523,151.293,157.274
1083.2,1.18746,7.05767,16.7123,22.1933,22.5133,21.6456,17.3262,18.8137,21.7242,26.6462,33.0886,43.4871,57.2628,73.5681,87.7809,102.846,120.009,128.964,151.885,125.324
1083.79,2.22065,5.65757,15.4078,23.2993,26.1924,25.6554,21.0225,22.4833,25.4457,31.0471,38.1673,50.0728,64.1757,81.4082,96.2519,112.541,128.967,136.33,153.211,185.057
1084.39,1.76592,5.1768,13.5,23.265,27.2498,27.8128,25.7269,26.7819,30.2921,36.3506,44.0914,56.5798,71.9583,90.8435,106.508,120.616,134.912,144.259,147.83,187.474
1084.98,1.29261,4.61553,12.0161,22.1398,27.7306,30.063,30.7926,31.908,35.9622,42.3263,51.1267,64.4735,80.3623,99.1275,114.733,132.657,143.171,149.631,169.037,137.157
1085.58,1.98317,4.89406,10.6352,20.6389,29.9013,34.0676,35.1988,35.9166,40.9296,49.2203,58.7749,73.4577,90.8126,109.126,123.606,142.14,151.136,167.829,157.285,186.89
1086.18,1.41121,4.99268,9.8505,19.9797,31.5145,38.3531,37.733,41.7713,46.7682,55.7475,66.6398,82.0143,100.344,119.029,133.33,148.887,156.781,163.481,159.285,155.19
1086.77,1.34,3.86107,9.96592,19.0099,30.2468,39.7339,40.3314,48.4349,53.9731,63.9609,75.8638,92.6526,108.991,129.046,143.557,156.418,165.462,178.933,182.3,109.94
1087.37,1.78955,3.36785,8.4309,18.3129,29.6029,40.5862,42.004,53.5619,60.483,71.7033,85.6365,102.809,120.566,138.514,152.272,162.935,169.97,179.696,188.919,114.79
1087.97,1.73384,4.481,8.55652,17.0506,27.2564,40.4765,45.1323,60.3146,69.2156,81.3745,96.4857,114.591,131.727,148.654,159.586,169.026,181.345,182.143,178.9,125.79
1088.57,1.36743,4.28209,9.39484,18.0539,25.9468,41.8187,51.7408,66.5362,77.8573,92.0105,108.239,127.316,141.663,156.425,166.313,173.928,184.96,191.026,181.563,147.274
1089.17,1.23441,4.69332,8.08134,16.1544,23.6281,43.014,54.8502,73.3045,87.7879,104.045,120.731,139.496,154.816,165.987,174.62,180.546,184.355,185.949,178.363,149.34
1089.77,0.83179,4.88553,8.0485,15.3563,23.8803,44.2495,57.2512,81.3749,97.4459,115.206,134.518,152.898,167.792,174.853,179.652,183.891,189.902,187.599,188.378,182.39
1090.37,1.79376,4.97141,8.03501,13.5335,23.0901,46.0956,61.9967,86.2727,106.758,127.143,148.178,166.685,179.027,182.932,184.226,186.787,188.784,185.655,213.304,225.94
1090.97,2.29245,5.24737,7.11236,13.0066,23.0531,47.3408,66.5388,94.1088,117.754,140.513,160.634,180.323,189.117,188.749,189.143,190.819,195.975,194.864,204.759,182.99
1091.57,2.49961,4.4069,6.7674,14.046,23.487,49.0078,71.5704,103.421,128.665,153.832,174.82,192.969,197.778,195.64,196.563,196.395,199.114,193.833,206.274,258.007
1092.18,1.53723,5.18301,6.95291,14.7728,22.6101,50.1797,79.1948,114.886,138.672,164.666,189.775,204.022,205.916,200.572,198.254,198.537,202.653,209.109,198.608,248.274
1092.78,2.13605,5.90704,6.64691,14.2332,23.5504,52.1601,82.8064,124.283,149.692,178.156,200.722,211.907,211.978,202.948,199.903,198.904,206.871,215.177,224.641,272.49
1093.38,1.95502,5.19631,6.9113,14.0345,22.2648,53.2919,91.2428,129.161,158.693,188.671,209.693,214.885,213.904,204.195,199.919,201.638,206.558,215.138,211.889,257.557
1093.99,2.02367,4.97099,6.36681,14.4454,22.3734,55.2939,97.3803,138.082,169.222,197.447,213.816,217.779,213.527,205.289,200.967,201.907,206.347,217.813,215.467,305.74
1094.59,2.55914,6.13639,5.60329,13.3634,23.4521,57.0651,108.32,147.194,176.493,201.978,215.99,220.804,213.693,205.322,201.614,199.912,210.916,215.784,214.878,299.524
1095.2,3.90085,5.09445,6.47748,13.9354,25.0788,61.7556,114.006,153.07,179.164,205.054,216.713,219.353,213.948,204.088,201.667,200.472,213.485,200.295,238.874,282.907
1095.8,3.62166,4.43107,6.705,13.4401,27.6888,62.83,114.285,160.728,184.854,207.713,217.326,219.515,215.334,206.687,202.822,203.165,210.464,200.239,197.082,298.507
1096.41,3.66692,5.40221,6.54084,13.4803,30.7277,65.4679,117.385,165.635,192.484,212.827,220.012,221.174,217.499,209.666,205.506,205.557,213.526,208.087,182.13,269.04
1097.02,4.94935,6.08012,8.07913,14.7712,31.5958,71.3175,124.722,171.476,197.784,217.176,225.972,228.672,224.627,216.479,211.882,216.372,220.615,217.698,180.578,245.957
1097.63,3.51824,6.67513,8.47116,16.5798,33.0691,77.9061,129.015,178.608,204.527,224.081,236.56,238.001,234.188,227.724,224.55,223.674,227.883,219.039,196.052,220.707
1098.23,4.27726,6.50825,8.99089,19.2319,34.9904,83.4655,136.311,185.502,206.942,232.11,247.109,250.255,243.485,239.27,235.167,228.197,234.482,221.396,203.719,183.324
1098.84,3.55522,6.54272,10.6007,22.5894,41.3007,87.0835,139.498,188.3,215.657,244.315,261.86,265.84,256.468,250.901,244.513,241.805,244.524,227.711,223.033,183.49
1099.45,3.53984,7.43186,12.3792,25.2885,45.2257,86.3997,141.332,190.137,225.179,258.47,275.958,279.853,269.976,261.274,257.855,256.787,251.256,241.778,215.422,298.807
1100.06,4.12101,6.98714,14.2074,29.9298,51.2178,85.5821,145.001,196.16,231.452,268.724,288.993,295.454,282.923,276.829,268.747,272.028,259.015,255.182,222.315,212.707
1100.67,5.60536,6.85406,16.8608,34.1466,56.7462,91.0336,148.613,200.952,237.051,280.684,303.268,307.26,296.396,289.569,283.981,282.23,270.355,273.421,218.456,186.507
1101.29,5.1727,9.37713,18.4389,36.4997,62.2041,91.1874,150.307,202.29,243.587,290.314,315.782,321.566,311.773,304.763,297.907,299.036,296.87,312.606,256.556,257.657
1101.9,7.10189,10.6114,19.4767,43.5044,66.7936,91.5625,150.675,204.351,250.65,298.903,325.865,335.55,327.444,320.395,315.176,313.565,307.615,330.88,290.13,265.29
1102.51,6.99419,12.0088,23.2369,48.6799,67.7435,97.6465,153.676,207.505,255.014,305.394,335.451,341.776,339.263,334.624,331.38,327.785,322.97,321.103,295.156,325.857
1103.12,5.6418,12.4458,24.7249,51.473,73.014,101.082,154.792,209.717,260.327,309.424,343.153,348.965,349.056,345.701,344.246,337.813,343.89,313.434,294.189,295.757
1103.74,5.61718,13.4363,28.646,53.205,78.2674,103.007,154.754,205.572,259.122,309.583,346.564,352.969,357.717,357.963,352.822,350.466,353.309,336.944,262.385,310.174
1104.35,6.05459,14.5526,33.4238,58.9051,84.6307,107.171,157.235,203.678,257.095,307.51,341.68,350.563,359.296,358.462,359.258,358.33,373.951,379.656,304.093,375.59
1104.96,4.88544,17.2947,38.1013,65.5928,85.1983,113.618,152.376,205.499,250.954,296.508,329.533,344.564,349.187,349.951,353.079,356.629,380.798,368.14,296.659,419.29
1105.58,5.52716,18.3106,41.1577,67.6498,92.3178,112.038,144.535,197.584,246.412,281.174,311.174,328.451,331.5,334.688,338.161,350.159,372.378,352.965,323.437,335.757
1106.2,4.69491,20.6125,44.9593,77.0158,98.2111,110.152,140.933,187.618,235.13,264.104,288.04,305.1,308.225,310.793,316.255,334.377,354.386,345.871,352.159,244.84
1106.81,6.93694,21.2733,48.7988,83.0605,100.1,107.319,136.491,178.832,216.99,241.137,261.412,275.849,278.049,281.953,289.213,297.697,329.977,312.376,320.704,187.424
1107.43,7.98421,23.7275,52.8606,87.6379,104.686,107.55,130.672,169.312,196.307,215.39,227.509,241.386,242.866,244.136,254.994,264.588,289.587,293.958,317.737,297.374
1108.05,7.30505,26.0088,56.1595,90.9556,104.22,104.924,121.138,152.797,174.39,185.779,194.105,203.605,207.517,206.569,217.488,224.976,259.78,280.919,314.43,323.507
1108.67,10.2372,29.404,59.1288,90.9964,98.0821,96.9774,111.617,132.598,148.413,154.37,163.056,167.676,171.088,171.918,180.464,193.329,217.283,224.4,341.274,253.374
1109.28,7.97082,29.7775,61.1294,88.2093,95.0914,90.5785,100.31,112.713,125.996,126.103,132.062,134.959,137.917,137.459,146.468,158.357,175.719,188.893,293.278,205.507
1109.9,8.95676,28.3912,60.6052,79.4146,83.0117,81.2316,84.2003,96.5556,102.557,101.758,104.023,105.662,108.317,107.757,114.634,124.811,141.428,159.798,234.03,231.807
1110.52,10.9318,28.1742,58.5015,69.685,70.0226,67.7147,68.8704,78.1936,81.1911,79.9901,79.0487,80.656,82.7761,82.7598,88.6813,96.636,113.654,132.311,156.808,235.574
1111.14,10.296,27.6379,49.5996,58.3762,57.3367,55.2007,55.6524,61.666,62.4989,60.4035,58.8997,59.2549,61.5729,61.7822,68.2276,76.7245,88.4849,102.886,106.215,179.79
1111.77,10.8903,26.4016,41.3443,46.8979,44.0533,45.3346,43.6844,48.6712,48.0046,44.3215,43.3271,43.5879,45.8657,46.3268,51.8315,58.0321,67.0831,75.3227,100.033,86.357
1112.39,9.94197,22.8496,32.2531,35.4516,36.1554,34.0253,34.8737,35.6716,35.2598,32.5838,33.2773,32.9478,34.4667,35.8222,38.7315,44.0095,48.6911,58.238,72.2187,96.4737
1113.01,8.32932,18.1826,25.5043,26.4021,26.1283,27.2076,25.7237,26.5415,26.0494,25.2816,25.5251,26.094,26.9527,28.1049,29.3799,34.0867,40.1455,48.9764,52.9742,59.4403
1113.63,7.30573,13.7794,19.0698,19.6352,19.4147,19.8697,19.3823,20.2789,19.391,19.562,20.4418,21.0716,21.931,22.7684,24.727,28.2585,33.2643,35.5591,35.1668,53.4903
1114.26,5.95805,9.96834,13.6439,12.1386,15.935,14.563,14.6798,14.8259,15.356,16.3545,17.1147,17.2844,17.8008,18.2786,20.5236,21.4955,25.0048,29.2742,34.9779,30.7237
1114.88,3.26001,7.9646,10.9364,9.74733,10.8621,11.7535,11.2518,11.9026,12.3819,13.3949,14.5366,14.2652,15.3229,15.2386,17.3206,18.4127,20.772,27.3319,30.3927,1.97367
1115.51,3.11532,6.09485,7.35049,7.5104,7.48088,9.57027,8.5061,8.81325,10.2056,10.9156,11.8745,11.9267,12.6575,12.8659,13.7377,16.9733,18.4774,19.4514,32.452,9.757
1116.13,2.26264,5.12931,5.88396,5.43945,6.37305,7.52261,7.58004,8.02012,8.80868,9.38693,9.20976,10.3066,9.90982,10.9539,11.5812,15.6503,16.4428,17.7918,26.7557,13.507
1116.76,1.47534,4.44965,4.61809,4.60923,5.35586,6.70067,6.43765,7.10075,7.24438,8.61208,7.66612,8.95568,8.39601,8.96943,9.31455,12.539,12.254,17.5532,19.9335,17.7403
